Hub,ZSP,Date,EnergyConsump,Temp1,Temp2,Temp3,Temp4,Temp5,Temp6,Temp7,Saturday,Sunday,Temp1_South_Less,Temp2_South_Less,Temp3_South_Less,Temp4_South_Less,Temp1_South_Gr,Temp2_South_Gr,Temp3_South_Gr,Temp4_South_Gr
Center,FZSZOE27,2010-09-11,130617.525,14.0,12.5,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2010-09-12,129624.75300000001,14.2,13.7,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2010-09-13,142255.074,13.4,14.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-09-14,141813.305,16.5,14.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-09-15,140836.53299999994,15.5,13.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-09-16,139276.947,13.5,11.9,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-09-17,140436.90899999999,11.5,10.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-09-18,130179.94500000002,13.0,11.0,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2010-09-19,130884.59,11.4,9.1,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2010-09-20,143074.793,12.0,9.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-09-21,145919.528,11.5,7.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-09-22,146474.88700000002,11.5,9.9,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-09-23,146574.14400000003,11.0,8.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-09-24,146716.103,12.5,12.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-09-25,135613.35799999998,14.5,10.6,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2010-09-26,134352.47799999997,12.4,7.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2010-09-27,148070.95200000002,10.1,5.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-09-28,149560.701,8.2,4.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-09-29,152398.15,7.4,6.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-09-30,154427.418,8.2,6.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-01,154808.305,8.0,4.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-02,145955.47400000002,7.0,6.5,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-03,145460.823,7.5,7.2,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2010-10-04,157800.49699999997,9.0,6.9,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-05,157447.72599999997,7.5,7.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-06,157871.093,6.5,6.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-07,157180.43699999998,6.5,7.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-08,158655.674,6.0,5.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-09,148726.74899999998,5.5,8.2,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-10,147846.57400000002,6.0,4.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2010-10-11,162296.49699999997,4.6,2.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-12,162588.109,4.5,1.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-13,161935.86299999998,2.5,2.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-14,162193.15600000002,3.1,0.8,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-15,162366.083,1.5,0.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-16,155298.51800000004,2.2,0.0,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-17,152631.50400000004,1.3,1.2,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2010-10-18,164550.78699999998,3.7,4.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-19,162642.37,2.7,4.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-20,165102.58499999996,5.1,3.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-21,163146.34600000002,5.0,1.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-22,165037.39300000004,2.5,-1.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-23,153532.98200000002,2.5,-0.5,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-24,152503.65099999998,5.5,0.1,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2010-10-25,163767.13699999996,7.1,0.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-26,164107.88699999996,4.0,-1.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-27,163843.76499999996,1.3,-2.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-28,165978.16800000003,1.1,0.9,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-29,168080.43500000003,6.0,5.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-30,159463.494,6.6,3.4,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2010-10-31,155952.50900000002,7.3,6.3,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2010-11-01,168959.362,6.0,6.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-02,167466.813,5.3,1.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-03,167058.453,7.5,4.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-04,157214.18800000002,7.5,3.5,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2010-11-05,156022.056,5.4,-1.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2010-11-06,155548.05000000005,1.7,-5.3,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-07,156245.309,1.0,-1.6,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2010-11-08,167903.36399999997,0.5,-2.2,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-09,168668.243,0.5,-4.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-10,167819.135,4.4,-2.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-11,166916.816,4.3,-1.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-12,165837.90899999999,4.0,-1.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-13,163042.665,5.6,-0.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-14,154686.057,4.3,-3.1,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2010-11-15,167405.14400000003,8.0,0.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-16,167903.641,6.2,-1.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-17,170350.466,0.6,-5.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-18,168839.582,1.3,-6.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-19,170478.214,3.4,-6.9,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-20,161518.028,0.7,-7.8,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-21,159989.94300000003,-0.5,-9.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2010-11-22,173783.75900000005,-2.0,-7.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-23,175413.31999999998,-2.7,-8.8,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-24,178220.316,-4.0,-8.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-25,181017.95500000002,-6.9,-10.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-26,184595.451,-8.3,-10.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-27,178354.609,-1.5,-11.5,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-28,181831.10299999997,-13.3,-14.3,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2010-11-29,197681.68100000004,-14.2,-17.9,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-11-30,196465.55400000003,-15.6,-16.9,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-01,196568.70399999997,-17.3,-15.9,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-02,196637.50099999996,-12.5,-7.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-03,196850.88700000002,-13.7,-8.2,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-04,186395.01600000003,-7.5,-10.4,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-05,182338.25400000002,-3.0,-12.5,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2010-12-06,196119.06399999998,-5.7,-5.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-07,188738.40800000002,-3.5,-8.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-08,190301.904,-1.1,-7.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-09,189006.319,-2.7,-5.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-10,188681.574,-5.4,-8.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-11,181671.52200000003,-8.5,-14.3,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-12,179408.548,-7.8,-16.8,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2010-12-13,192743.10799999995,-6.4,-18.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-14,192399.36700000006,-4.0,-17.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-15,188670.757,-5.6,-17.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-16,189650.148,-9.5,-13.8,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-17,190407.21600000001,-12.5,-17.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-18,183597.037,-16.2,-18.6,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-19,179022.796,-12.5,-18.1,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2010-12-20,192667.51499999998,-8.6,-14.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-21,192743.379,-10.1,-16.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-22,189768.526,-11.1,-23.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-23,190126.25900000002,-10.5,-28.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-24,189936.38300000003,-11.8,-30.8,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-25,181227.326,-10.5,-22.0,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-26,174430.318,-9.8,-13.2,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2010-12-27,185206.5,-9.9,-12.8,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-28,188055.527,-8.9,-15.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-29,189150.09100000004,-10.0,-18.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-30,185482.09,-9.3,-13.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2010-12-31,176569.45700000002,-11.5,-12.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-01-01,158153.59000000003,-10.9,-12.3,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-01-02,160830.66700000002,-8.5,-15.8,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-01-03,166612.579,-11.3,-18.1,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-01-04,169195.01399999997,-9.4,-16.4,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-01-05,169586.18899999998,-7.2,-13.5,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-01-06,168425.13,-6.5,-11.8,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-01-07,163737.82399999996,-5.5,-7.8,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-01-08,163234.111,-1.9,-7.4,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-01-09,164155.56399999998,-0.8,-2.7,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-01-10,166394.139,2.0,0.1,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-01-11,182254.796,0.6,-0.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-01-12,178804.724,-1.9,-2.9,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-01-13,178781.055,-1.5,-5.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-01-14,179959.142,-6.4,-9.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-01-15,169553.24900000004,-13.1,-17.0,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-01-16,169350.09100000007,-16.9,-20.8,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-01-17,179897.733,-10.0,-10.9,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-01-18,183423.516,-2.9,-7.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-01-19,183430.122,-1.6,-7.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-01-20,183448.533,-0.4,-10.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-01-21,182606.146,-3.8,-8.9,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-01-22,170638.71299999996,-6.0,-7.1,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-01-23,175962.647,-12.6,-15.8,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-01-24,191047.217,-12.7,-14.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-01-25,189193.679,-3.5,-13.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-01-26,186131.68399999998,-12.8,-21.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-01-27,186783.055,-15.8,-17.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-01-28,188160.749,-4.0,-3.8,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-01-29,172827.15600000002,0.0,-0.6,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-01-30,172464.811,-5.0,-10.1,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-01-31,187401.21600000001,-9.0,-12.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-01,181890.23500000004,-1.1,-6.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-02,178884.94000000003,-0.4,-6.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-03,178718.19,0.2,-3.8,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-04,176834.838,0.5,-3.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-05,164306.18699999998,-0.1,-9.0,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-06,163639.093,-3.5,-13.7,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-02-07,179145.511,-5.0,-17.2,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-08,174976.97400000002,-3.7,-11.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-09,177934.27700000003,-5.7,-10.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-10,183348.071,-13.5,-15.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-11,187194.23600000003,-16.2,-20.2,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-12,179589.806,-18.9,-18.0,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-13,178548.652,-18.1,-19.9,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-02-14,191143.356,-19.5,-22.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-15,191440.01600000003,-17.4,-19.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-16,197561.77600000004,-20.0,-23.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-17,198232.63100000002,-24.6,-26.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-18,201018.238,-23.0,-23.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-19,196694.09099999996,-21.0,-21.3,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-20,194322.245,-21.5,-21.3,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-02-21,206745.57,-17.5,-22.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-22,202305.81600000002,-17.6,-16.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-23,189021.091,-16.7,-19.8,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-02-24,194556.226,-13.0,-19.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-25,192447.653,-15.9,-18.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-26,182169.11200000002,-9.7,-9.2,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-02-27,176810.375,-7.1,-5.1,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-02-28,188250.522,-11.1,-7.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-01,180886.74900000004,-12.9,-7.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-02,181262.255,-4.5,-3.8,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-03,181561.84600000005,-4.1,0.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-04,182933.48899999997,-2.1,-0.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-05,176829.71900000007,-1.4,-1.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-06,169102.15,-6.0,-7.2,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-03-07,168309.05500000002,-7.5,-9.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-03-08,166961.45399999997,-0.3,-1.9,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-03-09,175822.871,0.2,-1.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-10,174930.855,-0.4,0.2,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-11,172493.031,-0.4,-1.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-12,162052.074,-1.0,-3.0,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-13,158787.60500000004,-2.2,-7.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-03-14,170745.60700000002,3.2,-1.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-15,171302.078,-0.1,-5.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-16,169051.804,-2.4,-8.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-17,170179.91900000002,-4.7,-7.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-18,168833.083,-1.4,-3.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-19,158384.21300000002,-1.0,-1.9,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-20,152705.806,0.6,-0.5,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-03-21,165968.53099999996,0.1,-3.2,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-22,165863.57599999994,3.5,2.8,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-23,167612.59199999998,1.5,-1.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-24,166712.82599999997,-2.3,-6.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-25,167013.228,-5.0,-8.2,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-26,156569.42999999996,-7.4,-10.0,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-27,148549.968,-4.0,-8.5,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-03-28,165859.319,-0.5,-3.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-29,167911.694,-3.0,-6.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-30,172860.73500000002,-3.4,-8.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-03-31,172937.90099999998,-3.7,-7.2,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-01,172021.463,-1.3,-4.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-02,158973.80199999997,4.5,1.0,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-03,154664.819,6.0,3.2,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-04-04,165912.25899999996,8.7,2.8,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-05,161719.711,5.5,4.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-06,161936.321,4.6,1.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-07,161294.621,2.7,1.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-08,163236.49300000002,4.0,2.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-09,151344.767,4.3,2.7,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-10,149810.24800000002,3.5,2.5,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-04-11,160476.864,2.8,0.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-12,161323.584,2.1,2.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-13,162354.136,3.6,1.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-14,162199.044,2.5,0.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-15,159497.653,4.5,3.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-16,149177.386,6.3,7.2,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-17,144872.24899999998,8.4,8.3,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-04-18,158029.089,7.3,5.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-19,157962.19300000003,4.6,2.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-20,156925.97700000004,3.9,1.6,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-21,157894.35400000002,6.1,2.2,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-22,155244.024,6.5,4.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-23,144624.27,6.5,6.5,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-24,141659.32799999998,9.5,7.4,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-04-25,152794.569,10.5,9.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-26,147927.395,12.0,10.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-27,147300.55100000004,10.5,9.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-28,147181.709,9.2,6.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-29,146171.33399999997,7.6,5.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-04-30,135214.19400000002,5.5,3.0,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-01,132960.34500000003,3.0,2.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-05-02,135666.465,3.3,0.4,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-05-03,146862.57200000001,4.0,1.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-04,149762.19199999998,4.6,4.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-05,153699.895,6.5,3.3,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-06,152073.121,4.7,5.8,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-07,140809.73500000002,10.7,8.5,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-08,135863.53300000002,10.0,8.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-05-09,135199.29100000003,10.5,11.6,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-05-10,144381.59600000002,15.0,10.9,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-11,141141.20500000002,13.0,8.5,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-12,136672.581,12.0,9.7,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-13,136564.12799999997,11.2,5.2,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-14,126871.82500000006,10.2,6.0,,,,,,1.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-15,122804.33900000002,10.7,8.0,,,,,,0.0,1.0,,,,,,,,
Center,FZSZOE27,2011-05-16,132024.172,12.0,8.1,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-17,131791.118,10.5,9.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-18,137811.34199999998,11.5,8.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-19,141481.49300000002,11.5,8.0,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-20,138410.018,13.0,13.4,,,,,,0.0,0.0,,,,,,,,
Center,FZSZOE27,2011-05-21,128832.892,12.5,12.0,,,,,,1.0,0.0,,,,,,,,
