Timestamp;item 1758;item 40010;item 35731;item 96474;item 97519;item 75501;item 95519;item 93400;item 99826;item 57813;item 19765;item 73140;item 34535;item 100162;item 95431;item 33252;item 71171;item 18065;item 40692;item 16447;item 41126;item 32218;item 82195;item 21329;item 41520;item 56324;item 82269;item 89407;item 86025;item 33276;item 51600;item 94986;item 70328;item 98798;item 2036;item 91168;item 73716;item 88273;item 25170;item 28755;item 99297;item 88274;item 26785;item 76021;item 32919;item 27375;item 94337;item 28291;item 71983;item 18272;item 77826;item 100399;item 59875;item 39062;item 76210;item 87297;item 90251;item 33261;item 25176;item 97336;item 3480;item 35535;item 43640;item 29388;item 97664;item 25761;item 75798;item 44060;item 23127;item 98918;item 30048;item 65016;item 97666;item 83685;item 96880;item 70166;item 50627;item 28959;item 80912;item 40909;item 87970;item 83140;item 29673;item 14226;item 94387;item 37104;item 12558;item 42344;item 51811;item 42887;item 49550;item 30509;item 45937;item 87475;item 95527;item 65825;item 31454;item 29014;item 49139;item 42190;item 8110;item 80718;item 29092;item 76501;item 32258
05.07.2005;0,676;0,388;1,336;1,824;0;0,692;1;2;1;4;1;0;2;0;1;2;2,056;0;0;2;0;1;1;6;3;2;0;1;1;1;0;2;1;3,698;3;1,736;5;3;7;1;0;2;0;2;3;5;4;0;3;0;8;4;3;3;2;4;2;3;4;7;1;5;2;3;6;0;1;8;0;0;4;2;2;2;4;0,986;5;4;6;6;4;0;3;6;3;3;3;3;6;8;3;10;6;7;0;13;13;8,044;6,474;20,602;59;23;53;7;63
06.07.2005;0,166;0,321;1,206;0,612;1;1,56;0;0;1;2;0;1;1;2;0;0;0,888;2;0;1;0;0;0;2;0;2;0;2;3;2;0;0;1;4,074;0;1,612;8;3;11;2;1;2;1;0;1;3;3;2;5;1;5;1;0;3;0;3;2;4;4;4;2;3;4;3;2;0;3;1;6;4;2;4;11;5;1;1,49;2;2;2;2;3;6;2;2;0;3;3;2;4;3;7;7;8;12;6;11;15;5,7;8,336;44,276;38;21;27;8;45
07.07.2005;0;0;2,67;2,064;2;4,302;2;0;0;1;0;2;1;0;1;2;3,948;2;3;1;0;0;2;0;1;2;4;1;1;1;2;0;2;1,206;0;0,638;10;10;11;3;1;4;0;4;2;4;4;5;5;0;2;4;5;0;4;6;0;2;1;1;4;2;1;4;7;0;4;4;4;1;8;2;8;3;2;3,504;26;6;5;2;3;7;3;3;2;5;13;2;11;8;5;10;10;14;42;18;10;12,512;11,606;29,798;89;19;27;10;102
08.07.2005;0,864;2,807;1,344;0;0;3,106;1;3;1;0;1;5;2;0;1;1;3,096;1;4;4;0;4;1;0;1;3;0;3;3;1;1;0;1;2,02;0;1,744;5;0;6;2;3;5;1;0;1;6;3;6;8;1;5;9;1;2;5;5;3;1;6;4;0;6;4;3;4;0;6;1;5;1;7;9;10;8;1;5,83;4;2;2;6;9;7;7;8;3;9;3;4;13;10;7;12;13;23;17;18;12;21,432;6,604;42,046;95;11;60;9;97
09.07.2005;0;0,964;1,452;1,546;1;5,054;1;1;3;2;2;2;1;1;4;2;1,384;2;4;3;0;5;2;0;2;1;0;3;1;4;3;2;1;1,224;3;2,894;7;4;0;4;1;0;0;6;5;5;4;4;5;0;2;3;1;2;3;5;5;1;5;2;1;5;4;2;0;0;8;0;2;7;16;3;0;10;3;3,162;4;13;8;2;5;4;5;12;3;5;3;2;10;14;11;17;5;1;19;11;8;8,122;8,734;36,239;62;0;68;14;104
10.07.2005;0,464;0;1,908;1,168;3;1,78;1;0;3;0;0;2;1;0;1;0;2,352;0;1;1;3;0;2;0;0;2;1;2;3;1;1;1;4;1,318;3;6,346;2;2;5;1;0;4;2;0;0;0;2;2;2;1;2;4;2;2;4;3;3;4;2;1;2;1;2;4;0;0;9;0;2;3;5;4;0;3;1;1,006;3;2;5;3;9;3;1;10;3;2;0;3;10;7;12;14;3;14;13;15;21;4,454;5,258;14,912;37;0;16;6;69
11.07.2005;0,63;0;0,62;0,28;0;2,76;0;1;0;0;6;2;1;0;4;2;2,87;1;0;3;0;0;3;0;3;1;1;3;0;4;0;2;1;2,752;2;1,14;3;0;4;2;1;1;2;0;0;2;0;6;1;1;3;3;3;3;2;12;2;2;2;5;1;2;2;3;0;0;7;0;3;5;9;4;12;3;0;4,112;2;7;3;5;4;1;4;4;2;4;0;4;12;5;14;16;4;7;8;16;16;17,324;9,918;37,132;21;0;40;7;120
12.07.2005;0,188;0;0,618;1,376;2;1,28;2;1;3;2;1;2;1;0;3;0;1,418;0;0;1;3;2;2;0;4;2;2;2;2;0;2;3;0;3,148;0;0,728;2;0;6;2;1;5;0;0;0;1;0;5;5;1;1;5;0;2;5;7;0;2;5;1;1;3;3;2;4;0;4;0;2;2;4;5;8;3;0;3,888;0;8;5;4;3;3;2;12;0;1;0;4;8;8;9;6;3;4;11;19;7;14,804;2,602;32,572;40;0;44;3;56
13.07.2005;0;0,942;0,362;0;3;1,784;0;1;0;1;0;0;3;4;0;1;3,356;4;0;0;0;2;1;0;1;2;1;2;3;1;1;3;1;3,668;0;2,404;7;9;8;0;0;7;4;2;1;0;0;5;0;2;0;1;1;5;0;3;2;1;3;5;8;3;5;4;8;0;2;7;6;1;3;6;0;5;1;0,69;3;2;3;5;2;2;4;9;0;5;0;6;10;6;7;20;0;18;24;10;14;8,382;2,504;26,994;42;14;24;10;55
14.07.2005;0,8;0;0;0,712;0;3,238;2;2;0;1;3;0;9;1;1;2;2,418;0;2;1;0;1;1;1;3;3;0;0;2;6;1;1;4;4,068;1;8,022;3;4;6;1;1;1;0;2;1;0;4;6;0;2;4;0;3;3;1;3;3;4;4;5;0;5;1;2;7;0;5;9;4;6;4;2;7;4;1;5,536;0;1;2;6;3;3;2;9;0;3;4;1;8;12;10;16;6;10;29;11;17;4,864;0;28,568;31;23;44;11;149
15.07.2005;0,564;1,725;1,01;1,304;1;3,352;1;4;3;1;3;1;6;1;1;2;2,448;2;6;2;1;0;1;1;2;0;0;0;1;3;4;0;3;1,882;2;6,186;4;4;4;1;1;6;1;0;4;7;2;6;0;0;6;4;3;4;4;3;1;2;2;8;1;0;2;3;4;0;8;1;6;2;10;5;22;16;3;6,594;0;5;4;2;5;5;4;8;0;2;1;5;11;5;8;13;16;17;16;19;22;16,266;0;42,028;45;33;52;18;39
16.07.2005;0,63;0,313;2,274;0;4;1,87;1;0;2;1;1;2;4;0;1;0;3,958;2;1;4;1;2;1;0;2;3;0;2;3;0;3;0;2;3,304;0;4,736;10;4;12;2;2;3;1;0;1;4;3;3;0;2;4;1;0;3;2;4;1;5;1;6;0;12;2;4;4;0;4;6;2;1;11;7;10;9;2;5,754;0;8;4;10;2;8;3;5;0;4;1;3;3;16;18;14;10;0;20;16;9;13,02;0;28,068;51;21;48;9;24
17.07.2005;0,216;0;0,37;0;5;0,792;1;1;0;0;4;1;4;1;3;1;1,494;0;0;1;1;1;1;0;1;1;2;2;0;1;2;3;0;2,146;0;0,57;5;1;1;1;2;3;1;1;3;1;5;3;0;1;3;4;3;3;1;5;3;2;0;4;3;3;1;3;5;0;1;6;1;5;2;1;7;1;2;4,346;1;0;3;2;2;3;5;4;0;1;0;2;11;6;4;2;9;14;22;17;18;10,418;0;22,442;38;16;35;5;128
18.07.2005;0;0,409;0,266;0,214;1;0,742;0;0;1;0;4;2;2;0;0;2;0,956;2;1;6;0;0;2;2;2;2;0;2;3;1;1;3;1;1,15;4;2,596;4;0;2;1;0;1;0;2;2;4;3;5;2;0;2;4;1;0;5;2;3;3;2;5;3;1;1;3;6;0;8;4;2;7;5;9;11;3;1;6,814;1;2;4;4;4;4;4;8;0;8;0;2;9;10;11;23;7;6;8;15;10;4,098;0;32,876;43;18;42;11;185
19.07.2005;0,408;1,02;0,23;1,172;3;0,734;1;1;2;2;3;0;1;0;2;3;2,392;1;1;0;3;3;5;1;3;2;1;0;1;2;1;0;2;2,288;0;2,202;6;8;4;1;0;1;2;2;1;4;1;1;1;0;2;1;1;3;0;4;5;5;3;5;4;2;6;3;10;0;1;4;6;4;7;8;3;8;4;2,614;1;4;2;5;1;0;4;4;0;2;2;3;13;6;7;6;15;8;10;13;25;7,636;0;36,29;52;24;30;5;218
20.07.2005;0,68;3,054;0,52;1,398;0;2,228;2;3;2;1;0;3;3;0;0;3;0,466;2;0;0;0;1;1;1;4;3;0;1;4;0;0;0;0;2,624;2;2,676;7;6;5;2;4;0;4;0;2;2;3;5;0;0;3;2;3;2;1;5;3;3;4;8;1;1;3;2;5;0;6;10;2;3;1;5;15;2;0;1,656;2;4;5;2;3;0;5;5;8;11;1;4;3;5;12;24;20;7;20;14;14;13,586;11,648;33,59;47;34;33;4;80
21.07.2005;0;0,661;1,136;0,662;3;1,35;1;1;1;4;2;3;0;1;2;4;2,276;2;1;2;0;1;3;0;1;4;2;2;2;0;0;2;2;3,326;0;1,146;6;3;5;0;0;0;2;0;2;5;3;1;0;2;5;8;3;8;6;0;3;2;2;15;3;1;3;4;9;0;5;11;4;2;9;4;12;9;2;1,456;6;3;2;2;4;5;3;4;3;2;0;3;8;8;6;16;5;6;12;23;16;7,704;19,336;31,208;55;28;48;12;95
22.07.2005;0,342;1,154;0,424;0;0;3,224;2;1;1;0;1;3;0;1;2;3;4,116;2;0;7;3;1;2;0;2;2;1;1;5;1;3;2;3;2,992;5;1,96;9;6;5;3;3;4;5;4;2;6;2;5;2;11;7;3;4;4;4;10;3;4;4;9;4;6;3;1;18;0;11;5;10;9;3;1;24;11;1;0;3;4;7;4;8;4;2;8;6;5;1;5;13;14;10;14;8;11;48;18;14;20,08;17,58;44,44;61;27;49;11;134
23.07.2005;0,422;0,811;1,132;0,374;0;2,162;1;3;2;1;2;0;2;2;0;2;2,874;2;3;0;2;3;1;1;1;0;0;2;3;1;0;4;1;2,932;1;0,914;12;2;4;6;2;2;1;4;3;4;7;3;1;1;5;3;8;4;5;2;4;4;3;3;3;10;1;3;7;0;7;3;1;1;7;0;4;10;2;0;4;4;8;13;5;6;2;7;1;6;1;6;10;11;8;10;10;8;12;2;6;15,47;19,872;47,684;43;24;58;11;162
24.07.2005;0,112;0,808;0,588;0,666;2;1,024;0;0;1;1;4;2;2;3;1;1;0,942;2;0;0;2;1;2;0;2;3;2;2;4;1;2;4;0;0,884;0;4,202;4;2;6;2;1;0;0;6;6;4;0;2;2;5;4;1;0;0;4;7;4;3;1;2;4;1;3;3;1;0;6;6;1;3;1;1;0;5;1;0;6;10;3;6;5;2;3;9;3;6;4;6;8;7;13;13;3;6;14;13;11;9,534;9,312;24,9;26;18;23;10;43
25.07.2005;0,452;0;0,396;0,418;0;1,412;0;1;2;0;0;0;3;1;1;0;1,162;1;3;3;0;3;0;0;3;4;0;3;1;4;0;0;2;3,53;0;3,854;8;3;9;0;0;0;0;0;0;2;1;2;0;1;3;4;0;2;1;5;2;6;5;5;0;0;0;3;2;0;2;6;1;1;4;7;5;0;2;0;3;6;3;6;0;1;2;6;7;5;2;0;10;7;11;8;6;12;14;19;14;7,472;14,414;21,74;48;19;30;4;52
26.07.2005;0,234;0,769;0,756;0;0;2,852;1;0;4;1;0;1;1;0;1;0;3,916;0;2;2;1;0;0;0;0;4;1;2;3;2;0;0;0;2,142;0;0,968;5;2;6;1;3;0;2;1;0;1;2;3;1;1;7;5;3;2;5;7;4;2;1;0;1;4;5;5;9;0;2;3;2;0;5;4;5;4;0;0,892;4;3;0;4;3;6;1;5;5;4;0;1;8;6;12;14;13;9;24;11;13;8,422;13,828;32,072;46;14;36;6;132
27.07.2005;0;1,335;0;0,306;2;2,1;0;0;1;0;3;1;4;1;2;0;2,288;0;0;1;1;3;0;0;1;1;0;3;1;6;0;0;0;1,35;4;2,42;6;5;8;0;1;1;0;3;2;3;1;4;1;3;4;5;1;1;6;10;0;1;5;2;4;2;10;0;0;0;3;7;12;3;4;4;0;6;0;3,072;4;3;4;2;2;4;2;2;4;2;0;7;7;5;11;9;4;15;28;5;8;13,616;7,32;32,736;37;20;23;3;42
28.07.2005;0,536;1,378;1,43;2,886;1;5,512;1;1;2;2;1;0;6;2;2;1;2,34;2;1;3;1;0;1;2;2;3;0;2;2;0;3;0;2;1,666;2;2,276;12;6;11;1;0;0;5;7;1;5;2;5;0;2;6;0;2;4;0;10;3;5;1;9;0;3;2;0;3;0;1;5;13;1;4;11;10;10;0;3,618;5;8;3;0;1;5;1;6;3;2;0;9;7;4;8;7;9;16;18;4;13;12,236;7,438;19,84;30;36;48;10;32
29.07.2005;1,638;1,322;1,412;2,248;1;5,376;2;3;1;1;3;3;5;1;3;0;7,428;4;3;3;0;1;0;2;4;4;2;0;4;1;4;0;1;6,188;4;2,514;14;3;12;2;0;2;2;6;3;6;3;3;2;5;4;3;7;2;3;9;5;3;13;5;1;3;2;0;30;0;9;3;10;2;8;7;18;20;5;2,72;12;1;7;5;7;5;3;6;4;2;1;9;5;9;8;7;14;10;38;3;29;7,962;20,698;56,774;49;43;60;22;113
30.07.2005;0,338;0;0;0;1;1,614;0;1;3;2;0;1;1;0;0;0;0,226;2;1;0;1;0;0;1;0;0;0;1;1;0;0;1;1;3,308;0;0;0;0;8;1;1;6;1;1;0;4;2;2;1;0;0;3;4;0;4;3;2;1;7;4;5;2;2;2;1;0;4;4;7;4;4;4;4;5;0;0,194;1;0;2;3;0;5;1;3;5;0;2;0;8;10;3;13;6;6;24;11;9;4,4;13,458;15,344;27;15;29;7;100
31.07.2005;0,424;0;0,626;0;0;1,092;1;0;2;1;1;0;5;0;2;0;0,25;2;4;2;0;0;0;1;2;1;0;2;2;1;1;0;2;2,282;1;2,464;5;4;7;0;1;3;3;5;1;6;0;4;4;0;2;5;0;5;0;2;5;2;1;1;0;0;7;1;3;0;3;3;6;3;1;0;1;1;1;4,592;0;3;5;4;2;5;2;6;10;4;1;4;10;5;3;11;4;7;0;16;10;7,684;18,642;19,986;33;17;43;3;68
01.08.2005;0,264;0,712;2,482;0,276;0;3,562;1;0;4;1;2;1;0;0;2;1;2,05;1;1;2;1;0;1;4;2;3;0;1;1;0;0;0;0;2,02;3;1,28;5;0;2;2;1;3;0;2;1;2;4;3;4;0;9;2;1;1;6;2;0;3;1;1;2;1;6;4;8;0;4;2;7;3;5;3;1;6;0;2,402;8;2;5;3;8;1;0;3;0;7;3;1;7;4;7;11;5;10;24;11;11;13,708;10,672;25,856;57;27;34;7;131
02.08.2005;0,91;1,422;0,368;0,618;3;2,968;3;1;2;2;0;1;2;2;1;1;3,768;4;1;1;0;0;0;0;7;3;1;5;0;3;5;4;3;0,984;2;3,406;8;0;9;3;3;1;0;4;5;2;3;5;5;2;4;2;3;4;4;4;2;5;2;0;2;4;1;2;5;0;6;4;5;2;3;9;6;7;4;2,93;1;5;5;10;3;4;0;4;0;5;0;6;2;7;13;28;9;8;20;17;12;10,794;8,064;26,028;54;22;46;10;51
03.08.2005;0;1,754;0;0;0;2,65;2;0;0;2;0;2;2;0;4;3;4,976;0;1;2;1;1;2;1;4;2;1;0;2;1;6;1;4;2,848;5;4,966;7;2;7;4;1;3;0;2;1;1;0;4;7;1;1;3;3;2;5;2;3;2;3;5;4;1;1;1;3;0;7;3;4;3;5;7;8;6;5;4,708;4;3;3;3;6;7;3;4;5;1;0;3;5;12;11;9;11;11;4;12;9;14,11;17,046;35,152;51;35;34;22;190
04.08.2005;0;0,337;0,84;0,676;1;0,606;1;0;1;1;0;0;2;1;1;1;0,75;2;3;1;0;0;2;0;1;0;0;0;1;2;0;0;1;2,542;3;3,196;2;1;3;2;1;2;2;1;1;4;1;4;0;2;2;0;2;2;5;1;2;5;1;0;3;4;4;4;3;0;2;3;1;5;14;7;4;5;0;2,274;3;4;5;2;4;8;2;3;1;3;2;12;4;7;4;14;9;9;20;18;19;9,736;18,006;31,888;50;21;23;15;62
05.08.2005;0,452;1,654;0;0,724;2;0,562;2;1;1;1;1;2;0;1;2;0;1,222;2;2;4;1;0;0;1;0;1;0;5;0;3;1;0;2;1,696;3;4,172;4;2;1;1;1;1;1;3;0;4;1;2;1;4;0;1;0;2;4;3;5;2;3;3;3;3;1;3;4;0;2;4;9;3;8;5;4;9;2;2,704;1;6;1;2;3;8;2;7;2;4;2;11;10;3;9;5;3;12;12;10;10;10,208;9,738;29,9;61;16;55;4;43
06.08.2005;0;0,262;0,464;0,594;0;0,318;1;0;1;2;5;2;3;3;4;0;1,452;1;2;1;1;1;7;0;1;0;1;4;1;2;1;3;3;2,204;1;2,696;3;2;3;4;2;2;3;2;0;1;0;0;4;0;3;1;1;0;1;2;1;3;2;2;1;1;5;1;2;0;3;4;6;6;5;3;2;2;0;0;4;4;5;1;7;0;3;6;6;3;2;6;6;13;7;18;7;7;4;0;11;18,334;15,682;25,374;51;12;37;6;64
07.08.2005;0;0,45;0,616;0,78;3;0;1;0;0;3;2;0;3;0;1;1;2,954;0;4;2;2;0;2;0;2;0;0;1;1;0;3;1;2;1,196;2;3,688;0;4;1;2;1;3;0;1;0;4;5;1;2;0;5;2;3;1;1;2;1;2;5;1;3;3;7;1;2;0;3;5;4;3;4;2;0;1;0;3,448;5;5;2;4;4;0;4;5;10;3;0;6;8;6;6;17;7;9;24;12;6;10,578;6,824;35,812;32;21;31;5;75
08.08.2005;0,182;2,365;0;0,28;1;0,27;1;1;1;1;1;2;2;1;1;2;1,408;2;0;2;0;3;3;2;2;0;2;0;0;4;1;2;2;2,706;1;1,124;1;0;1;1;0;3;0;5;0;4;0;4;1;0;2;0;2;4;3;0;1;5;3;2;4;2;6;1;5;0;1;3;4;3;2;5;0;8;2;1,744;8;11;6;7;3;6;3;6;4;9;4;6;4;1;4;31;11;1;12;13;8;15,656;4,984;50,586;26;15;50;4;146
09.08.2005;0,122;0;0;0,918;1;1,07;1;1;1;4;0;0;1;0;1;0;2,33;2;3;0;2;2;6;0;1;0;1;2;3;1;0;1;1;1,33;3;1,102;1;4;5;1;0;2;4;2;3;2;3;4;1;2;3;4;0;0;6;9;3;1;4;1;2;1;4;4;5;0;1;9;8;5;3;4;0;4;0;1,21;1;0;4;6;4;12;2;3;7;2;1;7;1;5;12;16;18;18;0;10;5;9,202;0;31,836;33;17;32;1;87
10.08.2005;0,198;0;0,636;0,776;2;1,594;0;2;0;1;2;1;0;0;2;0;3,74;3;1;1;2;2;4;1;3;0;1;2;4;0;1;2;2;1,254;3;3,106;4;1;2;5;0;1;0;2;0;3;2;6;1;2;3;0;4;0;9;11;1;2;5;1;2;4;1;4;9;3;7;6;8;6;13;2;11;6;2;3,26;2;7;4;9;6;6;2;6;2;2;0;9;11;13;16;13;7;15;0;20;16;14,016;0;23,59;45;24;43;12;50
11.08.2005;0,502;1,279;0,766;1,004;0;1,102;3;0;1;1;1;1;2;1;1;1;1,674;0;0;5;0;0;2;2;3;0;1;1;5;1;0;0;1;1,036;3;4,766;0;2;1;2;3;6;0;1;1;4;5;3;1;0;1;1;3;3;1;4;1;3;4;2;0;3;4;0;3;3;7;4;4;3;5;7;8;10;2;2,83;0;2;2;8;2;10;2;3;0;6;0;14;3;3;6;12;37;6;0;8;9;15,478;0;10,31;37;20;46;18;31
12.08.2005;0;3,066;0,77;0;2;0,652;1;1;1;0;3;4;1;0;0;2;2,454;0;2;2;0;0;2;0;5;0;2;1;1;0;2;3;3;0,676;1;1,86;2;1;0;1;0;2;0;0;0;2;0;3;0;0;3;1;0;2;0;5;0;0;5;1;2;4;2;1;0;3;1;2;2;2;5;1;9;5;0;3,524;2;7;1;4;4;4;2;6;0;3;0;12;5;2;6;16;11;9;0;8;10;6,32;14,94;29,93;40;10;7;13;21
13.08.2005;0,358;2,259;1,592;0,304;0;3,092;2;1;1;0;2;3;2;1;3;1;1,416;5;3;0;1;2;1;1;2;0;2;4;0;6;1;0;1;1,342;2;1,02;2;1;1;2;2;2;3;1;0;3;0;1;1;2;7;2;2;2;4;4;5;3;6;2;7;5;6;4;0;2;6;4;7;5;9;5;2;5;5;1,746;1;3;3;7;7;3;16;9;0;5;1;8;9;9;14;23;14;10;0;19;13;12,266;20,794;27,868;31;19;48;12;178
14.08.2005;0,42;0;0,636;0;2;0,584;1;1;1;0;2;0;2;2;1;2;1,444;1;2;3;1;1;0;0;2;2;0;1;1;0;1;2;0;2,698;2;5,248;0;0;0;2;2;2;1;1;0;3;1;3;0;1;0;2;0;1;0;12;2;3;3;3;5;4;3;3;5;8;6;2;4;6;4;6;3;6;4;2,962;4;7;4;6;5;4;4;8;3;8;3;5;8;7;16;18;6;8;0;14;15;10,662;13,08;40,418;44;22;48;5;45
15.08.2005;0,552;0;0,392;1,826;3;0,826;1;0;1;3;2;0;1;0;1;1;1,154;2;3;2;1;0;0;0;2;4;1;3;1;3;0;1;1;3,512;1;2,406;1;7;3;3;0;3;1;1;2;0;2;4;0;1;5;0;0;0;8;4;3;3;3;0;2;0;1;4;4;5;7;4;0;2;2;7;5;5;0;1,368;0;6;4;6;5;2;1;5;4;8;0;0;3;2;5;8;11;0;0;15;19;6,014;1,286;21,212;30;14;48;5;70
16.08.2005;0,532;0;0,798;0,262;0;0;1;0;2;0;0;2;0;1;2;2;1,826;1;1;2;3;0;2;0;1;2;0;4;2;1;1;0;2;1,312;1;5,81;0;3;1;2;1;3;4;0;0;0;0;2;1;0;5;1;2;0;1;2;0;3;0;1;1;2;5;2;6;3;5;6;3;8;0;4;2;8;2;2,33;1;7;7;4;14;11;1;5;5;2;1;0;15;8;12;18;0;8;0;17;11;9,268;0;30,868;37;15;46;4;44
17.08.2005;0,076;0,28;2,112;0,702;2;2,4;1;0;2;1;2;1;1;3;1;1;0,908;0;0;2;0;0;1;4;2;1;0;7;2;1;0;0;1;0;1;2,162;0;3;0;2;0;3;0;6;1;1;2;1;0;3;1;1;0;1;3;5;1;1;4;1;0;1;6;4;0;2;1;2;8;8;6;6;10;10;3;1,464;0;5;2;3;11;8;4;5;0;3;1;7;4;5;19;2;0;9;16;9;14;17,128;11,41;34,762;34;16;48;3;17
18.08.2005;0;2,975;0,726;0,612;3;2,088;1;1;2;2;0;1;1;1;2;1;1,352;0;0;3;1;0;3;0;1;3;0;2;0;1;0;3;2;0;2;1,894;2;0;2;5;2;4;2;0;2;2;0;1;2;6;3;3;4;0;1;6;1;2;0;2;1;2;2;3;3;1;2;4;5;1;2;6;15;4;4;2,238;7;8;6;0;11;4;9;7;0;9;1;3;6;4;9;18;2;9;24;18;17;3,052;11,158;39,014;43;15;36;15;106
19.08.2005;0,406;2,274;1,216;0,796;1;0,646;1;1;1;4;0;1;1;0;1;1;3,288;1;0;2;0;0;1;3;0;1;0;4;3;1;0;0;3;6,494;2;2,002;1;1;1;2;1;1;2;4;2;4;1;3;0;1;2;4;1;0;8;1;2;3;4;4;1;1;0;0;9;1;4;3;8;3;11;7;5;9;1;0,482;5;3;2;3;5;6;5;4;7;1;1;10;18;7;15;13;8;4;28;20;8;12,316;7,054;28,792;54;14;49;8;42
20.08.2005;0,398;0,812;0,306;0,23;2;0;1;1;1;0;3;1;2;0;1;0;1,376;2;3;1;0;0;2;1;2;1;0;4;1;1;0;3;3;4,918;3;2,504;6;4;1;1;2;2;3;4;3;0;4;7;3;1;4;2;0;3;4;2;5;2;6;1;1;2;8;3;4;5;11;3;2;6;6;6;0;9;1;3,316;4;7;0;4;4;6;4;6;1;2;0;8;10;5;10;6;11;5;14;15;10;7,95;4,028;17,722;30;18;59;3;89
21.08.2005;0,23;1,286;0,532;0,526;0;1,396;0;0;1;1;0;1;1;0;1;3;1,788;3;1;0;0;0;2;1;1;0;2;4;0;1;4;3;1;2,33;1;3,214;1;2;1;0;1;4;1;5;1;3;2;2;1;1;3;0;1;1;3;3;2;5;3;2;0;0;1;3;5;3;2;5;8;4;8;2;9;5;0;3,49;0;5;5;3;4;2;3;6;4;3;3;5;6;5;12;14;7;9;25;7;9;11,404;6,384;18,152;36;10;48;9;122
22.08.2005;0,41;0;0,796;0;0;1,832;0;3;0;1;3;1;3;2;0;1;1,298;1;1;1;0;1;4;1;1;1;0;2;1;2;2;3;1;0,602;5;3,524;2;5;4;0;0;3;0;6;1;4;3;4;2;1;2;5;2;0;5;6;2;3;8;0;0;1;1;2;4;5;3;2;4;5;4;6;11;3;2;2,776;10;4;4;5;7;7;2;7;7;4;2;16;5;4;12;28;7;0;16;14;10;15,07;8,422;33,37;36;11;48;6;93
23.08.2005;0,158;0;0,63;0,338;0;1,428;2;1;3;2;4;3;0;0;3;1;1,364;2;2;2;1;2;4;3;3;3;1;1;1;4;0;0;1;1,896;0;1,464;1;0;0;2;3;3;0;2;1;5;0;2;3;3;3;2;1;2;2;5;4;6;1;1;2;6;3;1;4;3;2;3;5;4;2;7;0;10;2;1,878;3;5;2;0;17;3;4;8;7;7;1;8;11;6;11;15;4;5;13;12;8;9,996;2,52;47,988;56;10;48;7;51
24.08.2005;0,396;0;0;0,208;1;0,982;0;0;2;0;0;1;0;1;0;1;1,784;1;1;0;1;0;2;0;1;1;0;1;0;1;3;3;2;1,554;1;0,734;0;1;0;0;1;7;1;3;4;1;1;4;1;1;1;0;1;1;0;1;2;4;1;3;0;3;4;2;5;10;7;6;0;5;2;1;10;5;0;2,928;1;12;4;3;13;4;0;4;9;8;0;4;10;4;6;15;4;5;0;9;8;14,042;0,824;35,558;21;16;0;4;127
25.08.2005;0,3;1,323;0,93;2,004;2;2,574;1;2;1;0;0;1;0;0;0;0;2,702;1;1;1;0;1;0;2;1;3;1;0;1;2;3;3;2;4,478;0;4,224;0;1;3;2;1;5;3;4;0;2;3;1;2;1;2;3;3;7;0;2;2;3;2;2;2;8;4;4;5;2;8;4;10;3;4;7;0;11;1;2,344;3;6;7;2;10;4;5;4;3;3;2;2;7;3;5;18;7;22;0;12;5;5,44;0;35,628;28;17;48;10;107
26.08.2005;0;2,662;2,612;0,226;0;0,764;2;1;0;1;0;1;1;3;1;1;1,844;3;2;2;3;1;2;5;1;2;1;2;2;3;2;3;2;2,272;4;1,958;0;6;5;4;1;1;0;2;2;0;1;1;1;2;0;2;5;1;4;2;6;4;4;0;3;5;9;3;2;6;6;6;6;1;5;5;6;17;1;6,164;2;5;7;7;4;6;6;12;5;2;1;8;11;7;9;17;3;15;8;0;10;8,308;0;22,372;41;14;47;14;97
27.08.2005;0;0,338;0,392;1,49;0;2,226;0;0;0;2;1;0;2;0;2;0;3,424;1;5;3;3;2;1;0;1;3;0;0;3;1;0;3;4;1,064;2;2,472;0;5;1;2;2;2;0;0;2;4;2;4;0;2;2;1;5;3;8;1;4;1;3;3;4;1;8;3;4;5;12;4;5;4;5;0;3;2;3;1,202;10;6;4;6;10;4;3;7;3;4;1;7;4;11;10;30;8;21;8;12;14;5,43;0;53,582;49;17;1;12;137
28.08.2005;0,114;0,478;0,844;1,046;0;3,238;1;0;0;2;2;1;1;1;2;0;0,67;1;1;0;0;4;0;0;2;2;0;0;0;2;1;2;0;4,022;2;5,03;2;2;1;4;0;0;0;2;1;3;2;4;0;0;2;2;1;1;2;2;5;8;2;1;1;1;1;3;1;4;5;2;4;2;4;0;0;3;4;0,854;1;4;3;10;3;9;3;5;2;6;0;5;11;6;10;7;4;7;8;14;9;6,302;0;25,182;31;8;41;1;61
29.08.2005;0,248;0;1,358;0,906;2;0,588;0;0;0;0;1;1;1;0;1;1;2,72;1;3;2;4;2;3;3;0;1;0;2;6;3;0;1;2;2,624;1;2,998;1;1;2;3;0;1;0;2;2;3;3;2;1;10;6;2;1;0;2;1;1;1;3;0;3;2;3;3;6;4;9;3;13;4;5;5;4;4;2;2,724;2;18;3;6;6;3;3;8;3;6;1;6;4;6;9;1;10;10;0;6;6;12,614;0;21,788;29;13;55;8;116
