Timestamp;item 558;item 834;item 883;item 1311;item 1396;item 1647;item 1689;item 1761;item 1969;item 2036;item 2238;item 2697;item 2826;item 7968;item 8670;item 9018;item 9626;item 10113;item 10654;item 10864;item 11402;item 11865;item 13233;item 13461;item 14157;item 14202;item 14435;item 14475;item 14679;item 14870;item 15109;item 15141;item 15325;item 15342;item 15405;item 15925;item 16460;item 16530;item 17254;item 17273;item 17275;item 17277;item 17304;item 17314;item 17746;item 18071;item 18495;item 19810;item 19811;item 19812;item 20004;item 20076;item 20186;item 20213;item 21061;item 21064;item 21066;item 21190;item 21251;item 21529;item 21530;item 21761;item 22291;item 22476;item 23384;item 23600;item 24771;item 24864;item 24991;item 25386;item 25626;item 25841;item 26452;item 26785;item 26890;item 27063;item 28079;item 28090;item 29362;item 29726;item 29941;item 30655;item 32337;item 32345;item 32964;item 34077;item 34121;item 34122;item 34631;item 34824;item 34893;item 35057;item 37213;item 37469;item 37594;item 37876;item 38007;item 38406;item 38415;item 39222;item 39369;item 40085;item 41004;item 41560;item 41784;item 41994;item 41995;item 42079;item 42356;item 42793;item 43639;item 43809;item 44115;item 45073;item 45341;item 46030;item 46108;item 46805;item 48072;item 50966;item 52425;item 53205;item 53832;item 54017;item 54581;item 54606;item 55515;item 55517;item 56486;item 58076;item 59696;item 61583;item 61969;item 62734;item 64605;item 64742;item 65520;item 68836;item 69922;item 73339;item 73594;item 76033;item 76075;item 76268;item 76365;item 77539;item 79279;item 80510;item 82356;item 87639;item 88121;item 89103;item 89977;item 95417;item 96668
27.04.2006;-0.999104027;2;;16;1;;;;4;5;0;0;17;2.35;0;5;2;3;5;6;1;0;1;0;5;3;0;5;2;2;3;4;1;1;15;0;3;0;4;4;3;1;0;;3;3;0;2;2;0;;3;;2;;0.862;;1.184;6;0;0;1;1;0;0;2;0;4;0;;0;1;2;1;1;3;0;10;;0;2;;2;;0;6;0;0;3;1;2;4;;6;6;2;0;0;;1;3;1;1;5;1;;;1;;;0;0;0;2;1;1;1.094;1;10;1;2;;0;;;5;1;2;;1;2;2;0;1;3.766;6;2.5;1;;;;;;;;;;;;;;;;;
28.04.2006;-0.575430867;2;;25;0;;;;5;7;0;0;11;12.278;0;2;3;5;5;12;0;0;3;0;4;0;1;2;2;0;2;0;3;1;0;1;5;1;4;1;1;1;0;;4;0;1;4;4;3;;5;;6;;1.106;0.954;3.864;10;1;0;2;4;1;2;1;3;6;2;;0;0;3;3;3;4;0;5;;0;2;;5;;0;1;0;0;3;6;1;11;;2;4;0;5;0;;5;1;11;6;2;2;;;8;7;4;11;1;1;2;1;0;1.266;2;8;2;2;;0;;;9;;1;;0;4;5;1;8;;3;2.072;3;;;;;;;;;;;;;;;;;
29.04.2006;0.377290778;1;;31;1;;;;9;6;0;0;16;7.218;7;5;11;10;8;12;0;0;1;1;5;2;5;13;3;13;2;5;5;0;4;4;10;3;7;5;6;1;2;;2;0;1;4;6;2;;8;;5;;1.608;1.842;1.008;5;1;6;1;10;1;1;3;;11;3;;0;3;2;1;1;1;0;3;;0;6;;0;;0;2;0;1;5;4;11;6;;5;3;5;2;0;;3;8;6;4;3;4;;;9;4;2;3;1;1;2;1;2;1.018;2;6;1;6;;0;;;5;1;0;;2;6;0;4;6;13.408;8;1.89;6;;;;;;;;;;;;;;;;;
30.04.2006;0.983133022;1;;0;1;;;;2;4;0;0;12;5.614;0;3;2;8;8;6;1;0;3;1;6;1;1;4;1;5;1;5;3;4;7;2;10;0;9;1;3;1;1;;1;0;1;3;16;3;;4;;4;;1.548;0.44;1.51;5;2;4;0;7;2;2;0;0;7;3;;0;1;3;3;4;4;0;2;;0;3;;1;;0;0;1;1;1;5;7;0;;5;1;1;0;0;;2;6;0;8;2;0;;;6;5;2;4;1;5;1;0;1;1.482;3;10;0;1;;0;;;8;0;3;;2;5;1;0;20;5.618;8;0.978;3;;;;;;;;;;;;;;;;;
01.05.2006;0.685087299;3;;0;1;;;;5;10;0;0;14;4.25;2;3;6;2;6;11;3;0;1;0;0;3;3;;4;0;2;2;5;5;15;2;11;2;1;;2;3;2;;2;0;3;3;5;3;;2;;5;;0.572;0.908;4.652;2;1;0;1;4;0;3;2;3;5;3;;0;1;1;5;3;3;0;3;;0;3;;2;;6;0;2;1;3;4;2;18;;2;4;3;;0;;9;7;3;2;10;2;;;8;3;1;1;0;1;2;0;0;1.004;7;12;0;3;;0;;;6;3;0;;0;2;2;0;7;9.4;4;3.048;3;;;;;;;;;;;;;;;;;
02.05.2006;-0.242824527;0;;;1;;;;3;;0;0;12;3.232;2;1;3;2;3;10;1;0;1;0;5;3;0;0;3;;2;3;0;1;10;1;1;1;0;1;2;2;1;;3;0;2;2;5;2;;1;;1;;;0.504;0.482;5;2;1;0;5;0;2;0;3;0;0;;0;0;2;3;0;1;0;;;0;4;;2;;2;0;0;0;1;1;5;6;;0;6;1;3;0;;1;1;3;6;3;1;;;1;3;1;1;1;0;4;1;0;1.456;4;11;0;2;;0;;;4;2;0;;1;2;0;0;;4.278;4;1.206;4;;;;;;;;;;;;;;;;;
03.05.2006;-0.947484603;2;;8;1;;;;3;5;0;0;11;5.764;0;2;5;3;3;5;0;0;1;1;1;1;2;6;3;1;0;1;3;5;0;3;3;2;3;0;2;4;2;;3;1;0;1;4;1;;3;;4;;1.128;0.444;0;3;0;0;1;1;3;3;1;0;0;0;;1;2;2;2;2;4;0;1;;0;3;;0;;1;0;1;;1;3;0;0;;4;3;3;3;0;;6;0;3;0;1;1;;;2;2;3;0;1;0;4;0;1;1.146;1;1;0;3;;0;;;10;0;2;;1;1;1;2;5;2.908;3;4.306;5;;;;;;;;;;;;;;;;;
04.05.2006;-0.781031705;1;;2;2;;;;2;4;0;0;11;4.79;0;5;3;4;2;10;1;0;0;0;8;1;1;7;2;1;5;7;3;2;12;2;2;3;6;0;2;1;2;;1;6;;4;1;1;;2;;2;;0;1.318;0.344;2;0;1;1;2;1;0;2;0;;1;;1;0;4;2;0;2;0;2;;0;2;;2;;;0;1;1;1;2;;0;;1;4;1;3;0;;3;0;4;1;3;1;;;1;;1;;1;1;4;2;2;2.46;4;5;1;2;;0;;;5;1;3;;8;5;;0;6;1.476;1;2.278;1;;;;;;;;;;;;;;;;;
05.05.2006;0.103498141;1;;5;0;;;;3;3;0;0;13;0.42;1;2;3;4;6;5;1;0;3;0;2;3;0;1;3;1;2;6;6;1;2;1;12;1;4;3;2;2;3;;3;2;2;2;3;1;;3;;1;;;0.904;3.716;2;5;2;1;5;3;1;0;;6;1;;3;2;5;4;4;9;0;3;;0;2;;1;;0;0;2;0;0;3;1;3;;0;3;3;2;0;;3;;3;4;0;2;;;;2;0;2;1;2;4;1;1;2.586;5;5;0;5;;0;;;5;0;1;;;3;0;0;5;0.958;5;2.612;0;;;;;;;;;;;;;;;;;
06.05.2006;0.892872273;1;;8;1;;;;1;12;0;0;23;0;1;1;5;5;4;8;2;0;2;0;2;2;2;4;2;4;1;4;2;4;1;2;9;3;6;1;2;3;3;;5;1;1;4;3;4;;1;;1;;1.37;1.026;0.986;5;2;1;0;5;1;2;1;5;8;0;;7;6;3;3;3;5;0;4;;0;2;;3;;0;1;2;1;0;1;3;4;;2;2;2;1;0;;1;3;17;0;1;2;;;4;3;3;4;2;1;6;1;0;1.316;2;8;0;0;;0;;;3;1;2;;2;3;1;1;4;3.142;9;2.53;5;;;;;;;;;;;;;;;;;
07.05.2006;0.861343755;1;;3;1;;;;0;10;0;0;30;0;3;2;8;6;2;14;0;0;0;0;6;7;2;10;8;4;1;16;7;5;1;6;7;2;7;1;2;2;1;;4;0;4;4;4;1;;4;;1;;0.578;0.962;4.156;3;1;6;4;2;2;5;0;4;1;2;;3;1;6;5;2;2;0;7;;0;4;;4;;0;1;3;3;7;2;6;;;8;5;2;0;0;;1;1;11;2;0;4;;;4;2;2;9;2;0;1;1;0;3.326;3;12;2;2;;0;;;6;2;4;;3;6;4;0;;9.732;2;2.914;1;;;;;;;;;;;;;;;;;
08.05.2006;0.037899761;3;;3;1;;;;3;7;0;0;8;0;1;3;2;6;5;8;;0;4;0;4;4;2;5;4;0;0;3;3;4;15;2;9;3;1;0;4;1;2;;5;0;0;2;6;0;;0;;1;;1.364;1.472;1.89;3;3;2;3;0;1;0;0;3;8;5;;0;1;5;5;0;6;0;3;;0;3;;4;;0;0;1;2;1;2;5;0;;2;5;3;;0;;1;5;7;5;2;1;;;4;3;2;1;2;1;3;0;0;3.686;3;10;2;3;;0;;;7;0;1;;2;1;7;0;8;4.432;6;3.202;1;;;;;;;;;;;;;;;;;
09.05.2006;-0.820389098;2;;3;2;0;;;3;3;0;0;15;0;0;1;3;1;9;8;0;0;1;1;4;1;0;0;3;1;1;7;1;0;0;0;8;4;5;1;3;;2;;3;0;1;0;1;0;;4;;1;;0;0.5;0.842;4;4;5;1;0;0;0;1;3;4;0;;0;1;3;0;3;0;0;0;;0;1;;1;;1;4;0;0;1;0;0;1;;0;3;0;1;0;;0;8;16;3;0;2;;;5;2;4;2;2;3;4;0;0;2.978;2;9;0;4;0;0;;;7;0;2;;0;4;2;0;3;5.828;7;1.478;1;;;;;;;;;;;;;;;;;
10.05.2006;-0.924416004;1;;0;0;2;;;1;4;0;0;3;0;0;1;1;;1;7;0;0;1;0;2;2;0;0;3;1;3;3;4;2;3;1;2;2;5;1;0;0;0;;3;0;1;0;1;0;;3;;0;;1.42;;1.632;4;2;1;0;0;0;2;;3;4;4;;1;0;0;2;1;0;0;0;;0;2;;0;;1;0;0;1;1;0;4;1;;;5;2;1;0;;;6;2;1;1;2;;;2;1;3;1;1;0;2;0;1;0.596;3;9;1;2;2;0;;;5;1;2;;0;3;0;0;2;1.902;2;1.838;1;;;;;;;;;;;;;;;;;
11.05.2006;-0.178539099;1;;3;2;2;;;1;2;0;0;13;1.708;0;3;2;3;1;12;0;0;0;1;0;1;1;0;1;0;4;4;3;1;1;0;4;3;4;3;1;0;3;;1;0;3;1;4;3;;0;;5;;0.524;1.492;0.56;4;2;0;1;1;;0;0;0;7;0;;1;0;1;0;0;2;0;1;;0;2;;1;;1;0;4;0;1;0;3;3;;1;1;0;4;0;;9;3;5;1;1;2;;;0;4;2;3;2;0;1;0;1;0.89;2;9;2;2;3;0;;;11;1;1;;0;0;0;0;6;1.138;6;1.644;3;;;;;;;;;;;;;;;;;
12.05.2006;0.731485831;3;;4;1;1;;;0;4;0;0;7;3.018;1;2;5;4;2;7;0;3;0;0;2;1;0;;1;0;0;3;4;7;20;0;3;1;1;0;4;2;1;;1;0;2;2;5;2;;2;;3;;0.528;0.934;3.704;7;1;2;0;2;0;1;2;0;7;0;;0;1;2;1;4;2;;0;;0;0;;0;;1;4;0;4;5;0;3;10;;2;3;3;1;0;;1;2;8;6;2;0;;;8;1;1;3;0;2;1;0;1;0.964;1;13;0;4;2;0;;;6;0;1;;0;11;1;0;8;4.146;6;0.572;0;;;;;;;;;;;;;;;;;
13.05.2006;0.968986061;2;;3;0;1;0;;1;3;0;0;36;5.088;1;0;7;5;3;10;2;1;2;1;8;2;0;2;3;3;3;3;3;2;2;2;6;0;8;0;1;1;0;;;0;3;5;2;1;;2;;2;;0.508;0.974;1.388;4;1;2;1;1;0;0;3;;3;0;;3;0;3;0;0;3;1.202;3;;0;3;;2;;1;0;7;3;2;3;0;0;;5;3;1;2;0;;0;4;14;5;2;;;;13;1;4;7;;1;2;0;0;1.142;2;8;0;5;1;0;;;10;0;2;;;2;1;2;5;7.262;12;2.228;3;;;;;;;;;;;;;;;;;
14.05.2006;0.315604975;5;;1;0;1;2;;5;7;0;0;32;8.626;0;3;5;4;4;10;2;3;1;0;1;6;0;4;4;2;4;1;4;4;0;3;9;4;4;2;1;2;1;;2;0;2;0;6;2;;2;;3;;0.534;1.012;0.588;4;2;4;0;4;2;1;1;2;10;0;;1;1;1;2;0;1;0.274;5;;0;4;;1;;0;0;1;0;3;0;4;6;;0;3;2;1;0;;0;8;6;2;1;2;;;4;1;1;2;1;2;3;0;2;3.494;5;0;3;3;0;0;;;7;3;0;;0;4;0;1;4;5.666;4;1.252;1;;;;;;;;;;;;;;;;;
15.05.2006;-0.627941869;1;;2;1;1;0;;1;5;0;0;5;2.448;0;5;5;2;1;11;0;3;;0;0;1;2;10;1;1;1;0;5;1;1;2;5;3;4;0;1;0;0;;1;0;0;3;2;3;;0;;3;;0.23;0.994;4.608;1;2;1;1;1;1;3;3;3;3;1;;2;0;3;0;0;2;0.76;0;;0;;;1;;0;0;0;2;2;4;;1;;1;1;1;1;0;;2;2;6;2;1;0;;;4;2;3;1;1;0;8;0;2;3.012;5;10;0;2;1;0;;;7;1;1;;2;0;0;1;5;3.21;1;1.356;0;;;;;;;;;;;;;;;;;
16.05.2006;-0.994161855;2;;0;3;0;0;;2;0;0;0;11;6.774;0;5;5;2;2;4;0;1;0;0;3;0;0;2;3;1;0;;3;2;2;3;4;2;8;0;2;0;1;;2;;3;2;3;3;;3;;4;;0.284;0.924;5.078;3;1;;1;3;2;2;0;0;2;0;;1;3;3;1;0;3;0.66;2;;0;1;;2;;0;0;0;1;1;1;2;1;;7;1;1;1;0;;4;;3;1;1;0;;;0;2;0;0;3;0;2;0;1;0.52;4;7;1;2;0;0;;;6;1;0;;1;1;0;1;2;6.04;5;0.102;0;;;;;;;;;;;;;;;;;
17.05.2006;-0.446354016;0;;0;0;0;0;;1;;0;0;7;;0;2;1;4;1;2;0;3;0;0;3;1;0;5;2;0;2;0;1;1;1;2;2;1;3;0;4;2;0;;6;6;0;2;3;0;;0;;2;;1.058;1.422;1.042;2;3;2;4;3;0;3;2;3;5;0;;1;0;4;0;0;1;0.208;1;;0;1;;2;;0;0;1;1;1;3;6;0;;4;4;0;5;0;;0;3;4;2;0;2;;;5;0;2;1;0;3;8;0;0;2.354;5;8;2;0;2;0;;;7;3;2;;0;;1;1;7;2.44;2;0.494;2;;;;;;;;;;;;;;;;;
18.05.2006;0.511829646;0;;5;1;0;0;;4;4;0;0;26;1.654;0;1;4;5;2;4;1;3;0;0;2;;1;4;1;0;1;0;3;3;4;1;9;1;1;1;1;1;1;;2;2;;1;3;5;;0;;1;;1.128;1.388;2.036;1;0;1;1;1;0;2;1;2;;;;0;1;0;5;1;3;0;1;;0;3;;1;;0;0;3;1;1;0;3;6;;0;1;1;0;0;;2;1;2;1;0;0;;;;0;0;0;0;;3;0;1;1.89;2;13;0;1;1;0;;;3;0;0;;1;4;1;;1;1.274;4;1.21;1;;;;;;;;;;;;;;;;;
19.05.2006;0.999439492;1;;7;1;0;0;;1;3;0;0;7;1.304;1;4;14;9;1;9;2;7;0;1;3;1;3;9;2;2;0;3;4;2;3;3;2;4;6;3;3;1;2;;3;2;1;4;1;1;;1;;1;;2.088;0.892;2.136;2;3;2;2;5;0;;0;2;10;2;;1;1;1;0;0;5;3.888;1;;0;3;;1;;0;0;2;2;1;1;2;3;;4;6;3;6;0;;2;1;6;0;1;0;;;0;;3;0;2;1;4;0;2;1.892;2;12;1;8;0;0;;;12;1;3;;3;9;0;0;10;4.474;4;1.526;0;;;;;;;;;;;;;;;;;
20.05.2006;0.568169278;3;;8;0;3;1;;2;3;0;0;24;6.67;0;4;5;4;9;10;2;4;0;1;5;6;1;4;6;3;2;4;6;3;2;4;11;1;9;4;9;0;2;;6;0;2;5;4;2;;3;;2;;0.706;0.54;4.338;3;5;4;2;7;5;3;4;1;10;1;;1;0;1;3;;1;0;6;;0;1;;3;;0;0;2;1;3;3;6;6;;0;6;7;1;0;;0;3;6;7;2;2;;;7;3;1;1;0;1;0;0;2;3.258;1;0;1;0;1;0;;;10;3;6;;3;1;2;0;5;7.556;5;1.516;2;;;;;;;;;;;;;;;;;
21.05.2006;-0.38547315;4;;4;0;0;0;;2;7;0;0;13;6.4;1;2;4;5;5;8;3;3;3;2;3;5;3;6;5;8;1;4;6;4;1;4;13;4;6;;9;2;1;;4;0;1;4;4;2;;1;;2;;0.548;0.5;0.5;3;1;2;0;2;5;4;2;3;7;1;;2;1;1;4;4;2;0;4;;0;3;;3;;2;;1;2;2;4;4;10;;7;5;3;0;0;;0;5;6;1;0;1;;;2;1;3;11;2;2;6;0;0;3.396;3;0;0;0;1;0;;;12;3;3;;1;0;0;0;9;0.75;4;0.9;8;;;;;;;;;;;;;;;;;
22.05.2006;-0.984713342;2;;1;2;;0;;3;6;0;0;9;2.532;1;1;1;1;4;1;1;2;1;0;2;0;0;1;3;0;0;1;3;1;0;1;3;1;6;3;3;1;0;;3;0;2;1;2;1;;0;;5;;1.042;0.494;1.1;1;0;0;1;1;1;2;0;4;2;2;;0;1;1;0;2;1;0;3;;0;2;;2;;1;0;1;0;0;1;4;1;;1;2;0;0;0;;0;5;4;1;0;1;;;4;4;7;0;0;1;2;0;2;2;2;10;0;2;3;0;;;7;1;0;;0;0;1;0;14;;1;0.64;0;;;;;;;;;;;;;;;;;
23.05.2006;-0.678612629;1;;2;0;1;0;;1;8;0;3;9;3.668;0;5;5;1;1;2;0;3;1;0;5;2;3;6;2;0;0;2;7;1;2;1;9;0;4;1;3;2;;1;1;4;5;2;5;1;;0;;1;;1.462;0.944;2.36;5;2;7;1;2;1;1;1;1;7;0;;1;1;3;0;1;1;;1;;0;2;;0;;5;0;1;1;0;1;1;1;;0;3;1;0;0;;0;7;2;3;2;2;;;3;1;;0;2;4;0;0;0;0.868;3;10;1;5;0;;;;10;2;0;;0;0;0;0;7;;1;2.892;2;;;;;;;;;;;;;;;;;
24.05.2006;0.251401406;1;;9;0;1;0;;2;6;0;14;;3.514;5;5;4;5;1;6;1;1;0;1;3;;1;10;0;2;2;0;3;0;2;6;1;0;4;1;2;0;2;2;4;5;2;3;1;1;;0;;7;;0.698;0.496;4.604;1;2;1;1;3;2;5;4;2;9;0;;0;2;1;2;3;5;0;3;;0;1;;1;;2;1;1;1;3;3;4;0;;2;4;3;0;0;;0;2;1;0;1;1;;;2;0;1;1;1;0;1;0;1;2.134;4;10;2;2;2;;;;11;1;3;;2;0;0;0;;1.596;4;1.738;0;;;;;;;;;;;;;;;;;
25.05.2006;0.950278147;5;;1;0;1;0;;3;2;0;7;12;3.54;0;3;4;4;3;10;1;4;1;1;2;1;1;1;3;1;0;4;2;5;4;2;4;3;4;1;2;2;1;3;2;2;5;2;;1;;0;;0;;0.348;0;0.702;;0;1;1;2;0;3;1;2;4;0;;0;2;1;2;0;0;0;3;;0;3;;1;;0;0;3;0;1;1;5;7;;2;2;0;;0;;0;3;7;0;1;1;;;5;2;3;1;0;1;3;0;;3.48;3;6;0;3;0;1;;;4;1;1;;3;0;1;1;5;4.486;1;1.234;;;;;;;;;;;;;;;;;;
26.05.2006;0.775473542;2;;5;1;1;0;;4;3;0;0;27;1.96;1;2;3;;5;8;0;4;0;5;1;3;0;7;3;1;2;4;2;2;0;2;6;1;4;1;0;0;1;2;;1;0;2;1;1;;1;;0;;0.362;0.94;4.456;2;0;2;0;4;2;3;0;2;3;1;;0;;1;0;1;1;0;3;;0;4;;0;;1;1;3;1;1;2;3;3;;0;3;3;3;0;;0;2;11;0;0;;;;7;3;4;2;1;0;2;0;1;4.2;3;14;1;0;1;0;;;7;3;2;;0;0;1;2;3;4.724;2;5.186;0;;;;;;;;;;;;;;;;;
27.05.2006;-0.112297861;2;;7;1;3;1;;1;9;0;0;30;13.692;1;4;3;6;4;10;1;3;4;1;1;6;2;14;4;6;1;5;2;1;0;3;4;1;3;2;3;1;3;3;1;0;2;0;1;2;;1;;2;;1.3;0.45;1.108;3;1;1;4;4;2;3;3;1;8;1;;0;2;3;3;4;4;0;5;;0;7;;3;;2;6;2;2;3;1;8;1;;1;6;4;0;0;;0;7;6;5;3;1;;;10;2;3;1;2;0;1;0;3;3.346;3;10;0;3;3;1;;;16;1;1;;0;;4;2;3;7.262;4;3.702;3;;;;;;;;;;;;;;;;;
28.05.2006;-0.896823129;2;;0;0;2;0;;5;2;0;0;8;3.484;1;1;6;2;3;12;1;1;1;0;2;9;0;5;4;0;2;5;5;4;0;2;5;4;5;0;2;1;1;5;1;0;3;2;5;0;;2;;2;;0.676;0.448;2.496;3;;2;1;3;0;1;1;0;10;1;;0;3;5;1;1;2;0;2;;0;7;;1;;1;1;1;3;1;6;5;10;6;4;2;1;2;0;;0;6;1;1;2;1;;;2;3;3;0;3;0;4;0;1;4.342;4;10;3;3;0;0;;;16;3;1;;2;4;1;0;6;5.352;8;0.774;3;;;;;;;;;;;;;;;;;
29.05.2006;-0.856813348;4;;3;1;3;3;;0;14;0;0;14;0;1;3;4;4;2;5;0;0;0;2;7;2;2;2;2;1;2;3;2;0;3;2;6;1;5;0;1;4;2;4;3;0;1;2;2;1;;2;;1;;0;0.414;0.848;5;1;2;1;0;0;3;0;3;0;1;;0;3;3;3;2;5;0;2;;0;5;;2;;0;;0;0;2;1;1;2;4;1;2;2;1;0;;0;0;1;1;0;0;;;4;1;2;;1;1;0;0;2;2.992;8;10;0;1;0;0;;;7;2;0;;2;1;1;0;4;2.448;2;1.39;0;;;;;;;;;;;;;;;;;
30.05.2006;-0.029053326;0;;1;1;1;0;;2;2;0;;14;2.73;;2;1;1;4;6;0;1;0;0;2;1;0;7;4;0;4;0;1;3;13;1;5;3;5;0;1;3;0;5;2;4;3;3;1;1;;;;4;;0.22;0.448;2.936;3;3;4;0;;0;2;1;1;0;0;;0;0;1;0;1;0;0;2;;0;4;;1;1;0;1;1;1;1;0;3;7;1;0;3;;2;0;;4;3;1;1;1;;;;4;0;3;1;0;5;4;0;2;2.236;1;10;1;1;2;0;;;2;0;0;;1;1;0;1;1;2.902;1;0.874;0;;;;;;;;;;;;;;;;;
31.05.2006;0.82541819;2;;2;2;2;;;7;2;0;0;9;2.32;0;;2;;1;4;;1;0;0;3;5;;6;0;0;1;6;2;1;;0;6;2;3;1;4;1;1;;4;3;1;2;1;1;;0;;8;;1.026;0.436;2.774;6;2;2;0;2;1;0;1;2;1;1;;;1;1;;;;0;;;;;;1;0;0;0;1;1;1;0;1;5;1;0;3;3;1;0;;8;2;5;3;2;2;;;11;2;2;0;0;0;4;0;1;2.664;4;7;0;5;;0;;;9;2;2;;3;1;2;0;8;1.85;1;2.136;0;;;;;;;;;;;;;;;;;
01.06.2006;0.921004029;1;;1;0;0;0;;;;0;3;4;2.17;0;3;2;5;3;4;0;2;1;2;2;2;0;2;4;0;1;3;3;0;13;4;8;1;7;0;6;4;0;3;2;2;;;2;1;;3;;;;1.254;0.446;0.412;3;2;1;1;2;0;0;0;2;5;0;;0;0;0;2;1;0;0;1;;2;2;;0;0;0;2;1;3;3;1;;7;2;2;3;1;1;0;;1;6;1;2;1;1;;;2;2;5;2;1;0;3;0;0;1.148;2;9;0;4;0;0;;;7;1;1;;2;1;2;0;3;1.866;3;;2;;;;;;;;;;;;;;;;;
02.06.2006;0.169823011;4;;10;2;1;0;;3;;0;7;24;7.588;0;3;3;4;8;4;0;1;1;0;2;1;0;7;3;0;1;9;3;2;0;2;2;3;5;1;1;1;3;3;2;1;3;2;2;1;;4;;1;;1.53;1.448;3.276;0;2;0;4;5;4;4;2;2;5;0;;0;2;0;5;0;2;0;0;;3;5;;0;2;0;4;3;2;1;1;7;10;0;4;4;4;2;0;;5;1;8;7;0;2;;;5;3;0;0;2;;2;;1;2.25;5;9;1;2;2;1;;;10;0;1;;1;7;1;0;2;10.296;5;1.546;4;;;;;;;;;;;;;;;;;
03.06.2006;-0.7374925;3;;8;0;0;1;;1;3;0;7;46;9.24;2;0;5;2;5;8;2;1;1;1;3;1;2;5;2;4;1;14;6;3;5;2;4;5;7;1;4;0;3;2;6;0;0;1;2;1;;4;;1;;0;1.472;1.638;5;1;2;2;3;0;0;4;2;7;2;;0;2;7;2;3;5;0;7;;1;2;;0;2;0;1;2;2;3;2;5;12;0;4;3;5;0;0;;8;2;8;0;4;1;;;6;2;1;0;1;4;4;1;0;5.268;4;10;0;5;5;2;;;7;2;2;;4;3;4;1;0;0;4;2.048;7;;;;;;;;;;;;;;;;;
04.06.2006;-0.966760807;6;;4;0;1;0;;2;9;0;7;17;2.892;3;3;2;6;1;7;;2;0;1;0;2;0;8;2;1;2;8;6;1;1;5;2;2;5;1;4;0;1;2;2;1;4;1;2;1;;3;;2;;0;0.474;2.79;2;3;5;0;0;2;2;1;1;5;2;;0;0;2;1;1;1;0;2;;1;5;;1;4;0;0;3;2;2;0;1;1;0;1;1;3;0;0;;7;6;3;3;0;1;;;2;2;1;0;3;2;3;1;1;5.024;5;0;1;0;0;3;;;13;0;1;;3;4;0;0;10;7.958;4;0;4;;;;;;;;;;;;;;;;;
05.06.2006;-0.307193687;3;;1;0;2;1;;2;0;0;0;12;7.058;0;3;5;6;1;8;1;3;2;1;2;3;2;0;1;0;1;3;5;2;2;1;3;3;4;;1;2;;2;5;1;4;3;1;2;;3;;;;0.376;1.818;2.012;3;1;0;0;0;0;0;0;1;3;2;;;1;1;2;1;1;0;6;;0;;;2;1;;;2;1;1;0;6;3;0;1;2;4;0;0;;1;3;7;1;1;4;;;1;1;5;10;2;0;3;1;1;4.19;5;10;0;1;2;1;;;9;1;1;;3;2;3;0;1;2.806;2;0;1;;;;;;;;;;;;;;;;;
06.06.2006;0.634805892;6;;0;1;0;0;;5;0;0;2;1;1.998;1;1;;5;2;0;1;0;0;0;3;2;0;5;1;0;0;2;4;2;1;3;5;2;6;0;1;1;0;4;5;4;0;0;1;1;;3;;0;;0.504;0.278;2.26;2;0;2;0;0;1;1;2;1;4;0;;0;1;1;2;2;2;0;0;;2;5;;1;0;2;0;1;2;2;0;3;6;0;2;4;5;0;0;;3;4;5;1;4;2;;;3;0;3;6;3;1;4;1;0;1.226;4;10;1;0;1;0;;;3;1;0;;;2;5;0;;1.766;2;0.714;4;;;;;;;;;;;;;;;;;
07.06.2006;0.993167862;6;;9;0;0;0;;4;1;0;9;16;1.676;1;0;1;5;3;4;0;4;0;0;3;1;0;2;1;0;1;3;6;5;3;1;4;0;5;5;2;0;0;4;1;6;1;2;2;0;;2;;0;;1.64;0.51;0.454;2;0;;0;7;2;0;1;4;5;1;;3;0;1;3;0;2;0;3;;0;1;;0;0;3;0;1;2;1;0;4;4;1;0;2;2;0;0;;4;3;1;2;0;0;;;11;1;0;7;0;1;1;1;0;2.626;5;9;1;5;0;;;;2;0;1;;2;1;1;0;3;4.206;2;1.518;0;;;;;;;;;;;;;;;;;
08.06.2006;0.43841588;6;;1;0;0;0;;0;0;0;1;11;1.278;1;1;1;3;2;1;0;5;0;2;2;5;4;5;1;1;1;4;2;2;1;0;5;1;4;1;0;;1;1;3;2;4;6;1;2;;5;;5;;0.534;0.992;2.13;1;;0;0;2;0;0;1;1;5;1;;0;6;0;3;1;1;0;0;;1;3;;2;0;1;0;2;0;1;0;8;1;2;8;1;2;0;0;;1;3;3;0;1;2;;;5;1;0;5;2;1;0;5;0;2.788;1;11;0;4;1;1;;;9;1;0;;0;0;1;0;2;0.912;5;1.432;2;;;;;;;;;;;;;;;;;
09.06.2006;-0.519413641;7;;5;3;4;2;;4;2;0;4;9;5.098;0;4;4;5;4;7;0;3;0;0;1;3;2;7;5;3;1;7;0;6;;2;7;5;6;0;3;1;0;5;2;0;1;1;6;0;;0;;5;;1.024;1.026;1.256;1;0;1;2;5;0;0;1;0;2;0;;0;2;1;5;1;2;0;1;;1;4;;1;1;3;3;2;0;3;0;5;0;6;0;2;5;;0.196;;1;8;1;2;2;2;;;9;0;6;4;0;2;1;1;0;1.524;2;5;2;2;0;1;;;7;0;1;;3;5;;2;;3.016;6;3.634;1;;;;;;;;;;;;;;;;;
